:START_ID,:TYPE,:END_ID
Stan_Marsh,HAS_OCCUPATION,Student
Stan_Marsh,HAS_GRADE,4th_Grade
Stan_Marsh,HAS_ALIASES,Ranger_Stan_Marshwalker
Stan_Marsh,HAS_ALIASES,Satan_Stan_Marsh
Stan_Marsh,HAS_ALIASES,Toolshed
Stan_Marsh,HAS_ALIASES,Stan_Darsh
Stan_Marsh,HAS_ALIASES,The_Boy_in_the_Red_Poofball_Hat
Stan_Marsh,HAS_RELIGION,Roman_Catholic
Stan_Marsh,HAS_RELIGION,Temporarily
Stan_Marsh,HAS_RELIGION,Atheist
Stan_Marsh,HAS_RELIGION,Mormon
Stan_Marsh,HAS_RELIGION,Scientologist_and_Blaintologist
Stan_Marsh,HAS_FATHER,Randy_Marsh
Stan_Marsh,HAS_MOTHER,Sharon_Marsh
Stan_Marsh,HAS_SISTER,Shelly_Marsh
Stan_Marsh,HAS_GRANDFATHER,Marvin_Marsh
Stan_Marsh,HAS_GRANDMOTHER,Grandma_Marsh
Stan_Marsh,HAS_UNCLE,Jimbo_Kern
Stan_Marsh,HAS_GREAT-AUNT,Flo_Marsh
Stan_Marsh,HAS_GIRLFRIEND,Wendy_Testaburger
Stan_Marsh,HAS_VOICED_BY,Trey_Parker
Stan_Marsh,HAS_FIRST_APPEARANCE,The_Spirit_of_Christmas_Jesus_vs_Frosty
Stan_Marsh,HAS_ALTER_EGO,Goth_Stan
Stan_Marsh,HAS_ALTER_EGO,Shadow_Hachi_non_anime
Stan_Marsh,HAS_ALTER_EGO,Stan_the_Man
Stan_Marsh,HAS_ALTER_EGO,Captain_Stan_Marsh
Stan_Marsh,HAS_ALTER_EGO,Toolshed
Stan_Marsh,HAS_ALTER_EGO,Stan_Drunk
Stan_Marsh,HAS_ALTER_EGO,Mexican_Stan
Stan_Marsh,HAS_ALTER_EGO,Ranger_Stan_Marshwalker
Stan_Marsh,HAS_ALTER_EGO,Satan_Stan_Marsh
